src_ip,dst_ip,protocol,src_port,dst_port,packet_count,byte_count,duration,label
172.28.71.12,18.199.201.12,ICMP,0,0,2,222,1.95,HTTP-Flood
172.20.115.145,205.28.106.218,TCP,6485,16188,48,6144,3.96,PortScan
172.26.44.161,212.43.181.25,ICMP,0,0,4,388,4.01,Benign
172.29.212.251,212.165.190.235,UDP,17473,57387,9,1053,0.11,PortScan
172.31.237.72,219.122.177.210,ICMP,0,0,42,4914,2.01,DDoS
10.142.103.40,74.185.234.191,UDP,40014,42651,6,768,0.11,HTTP-Flood
172.16.253.99,166.149.64.114,UDP,12162,47777,22,2376,3.31,HTTP-Flood
192.168.153.143,196.2.128.78,UDP,2874,10811,35,3990,3.06,SSH-Bruteforce
10.167.185.68,85.14.127.178,TCP,5338,22195,42,3528,4.75,PortScan
172.31.196.11,205.64.230.121,UDP,17513,64892,42,4158,2.02,RDP-Bruteforce
172.17.160.22,146.22.179.180,ICMP,0,0,34,3672,3.07,PortScan
10.191.198.64,193.232.85.187,ICMP,0,0,36,4896,1.67,Benign
192.168.34.104,201.104.192.217,UDP,58064,12274,16,2160,4.63,HTTP-Flood
10.105.190.84,101.110.189.39,UDP,24248,32532,48,6096,4.16,Spam
172.30.255.249,217.31.72.232,UDP,8736,29830,43,4214,3.89,Spam
10.152.146.116,218.54.10.136,TCP,2096,15830,33,3630,4.95,SSH-Bruteforce
10.214.40.239,65.125.210.115,UDP,61195,44873,11,1507,4.9,Spam
172.23.224.12,129.101.143.132,TCP,53393,12477,11,1331,2.34,RDP-Bruteforce
192.168.207.7,178.176.105.131,ICMP,0,0,26,2366,3.94,SSH-Bruteforce
192.168.208.201,184.172.81.18,ICMP,0,0,49,6958,3.91,Spam
192.168.155.194,178.106.157.79,TCP,55137,52926,34,5100,1.68,RDP-Bruteforce
192.168.215.25,213.234.213.188,UDP,7588,4265,13,1885,2.85,SSH-Bruteforce
10.155.55.232,211.199.198.9,UDP,17089,56776,45,3780,0.14,RDP-Bruteforce
172.26.254.83,121.189.119.216,TCP,58065,1792,3,357,0.33,PortScan
192.168.4.116,188.74.112.32,TCP,32873,63655,3,429,2.43,PortScan
192.168.144.201,5.66.3.188,UDP,48423,1704,14,1568,0.17,PortScan
10.86.113.190,76.127.188.62,TCP,19997,13580,19,2774,2.84,DDoS
192.168.253.228,130.237.115.195,UDP,17000,23865,28,2184,4.24,SSH-Bruteforce
172.19.109.38,197.244.175.180,ICMP,0,0,33,4158,2.83,HTTP-Flood
172.20.205.203,35.98.122.92,ICMP,0,0,21,2982,4.0,SSH-Bruteforce
192.168.219.239,221.109.237.68,ICMP,0,0,44,6336,2.41,Spam
10.28.95.40,198.76.182.54,ICMP,0,0,9,810,3.43,Benign
192.168.118.9,5.240.104.89,ICMP,0,0,3,183,0.32,Benign
10.103.2.218,135.127.3.96,TCP,4004,43031,2,200,1.1,Spam
192.168.55.98,1.148.124.101,UDP,8170,9295,38,3914,1.71,DDoS
192.168.167.70,52.237.228.98,ICMP,0,0,9,549,4.14,SSH-Bruteforce
192.168.155.48,167.43.115.26,UDP,56749,54837,8,1048,3.31,Spam
192.168.251.177,200.40.8.49,TCP,25578,52536,8,824,1.35,Benign
172.28.1.120,203.68.72.112,ICMP,0,0,11,1441,0.9,Benign
10.90.87.12,223.103.69.213,TCP,11623,21785,1,63,1.82,PortScan
172.26.158.139,216.149.245.207,TCP,31472,30440,38,3724,0.54,Benign
192.168.212.6,185.214.164.200,ICMP,0,0,17,2312,4.73,Benign
172.16.238.28,180.169.92.139,UDP,13399,60220,36,5220,0.69,PortScan
10.102.7.64,7.189.227.40,TCP,20430,31905,41,5166,2.75,SSH-Bruteforce
172.18.36.139,212.3.193.63,UDP,16669,6285,19,1235,0.14,Spam
172.27.31.17,122.88.48.232,TCP,56560,35194,47,5593,4.07,SSH-Bruteforce
10.245.84.132,33.225.151.215,ICMP,0,0,41,2829,4.26,HTTP-Flood
10.243.177.165,113.221.83.33,TCP,60651,50749,18,2682,3.27,Benign
172.22.82.36,203.109.252.175,UDP,6246,1957,22,2706,3.77,SSH-Bruteforce
10.13.186.105,50.76.241.233,ICMP,0,0,4,368,0.94,Benign
192.168.89.140,27.80.135.194,UDP,62128,3662,22,2574,0.86,HTTP-Flood
172.28.107.114,185.205.14.123,TCP,15358,42173,31,2387,2.69,HTTP-Flood
172.23.217.116,189.24.195.158,TCP,62599,50179,28,3416,2.28,SSH-Bruteforce
10.171.51.155,2.109.151.228,ICMP,0,0,28,2688,3.81,RDP-Bruteforce
10.55.244.48,181.73.210.117,TCP,18058,40054,12,816,4.86,DDoS
172.18.123.201,138.39.140.116,UDP,10989,10571,40,4400,2.51,RDP-Bruteforce
192.168.102.199,219.6.141.20,TCP,57690,61103,15,2145,3.98,SSH-Bruteforce
172.29.160.139,79.113.210.120,UDP,54719,41331,32,2624,4.05,HTTP-Flood
192.168.203.247,221.178.172.247,UDP,48371,34736,31,3162,3.81,RDP-Bruteforce
172.26.155.15,59.39.29.106,TCP,9808,42078,40,2920,2.51,HTTP-Flood
192.168.24.151,42.114.147.243,TCP,40761,5644,13,1781,3.39,RDP-Bruteforce
172.18.243.8,131.197.152.17,UDP,43941,45529,40,4400,1.74,Spam
