src_ip,dst_ip,protocol,src_port,dst_port,packet_count,byte_count,duration,label
192.168.112.218,90.144.66.207,UDP,48072,59173,28,2044,2.86,HTTP-Flood
10.148.57.88,33.97.174.112,ICMP,0,0,20,2560,3.15,RDP-Bruteforce
10.205.2.199,34.56.53.29,UDP,4587,3330,5,360,3.57,HTTP-Flood
192.168.152.139,162.72.186.88,TCP,61781,2976,15,1050,2.5,HTTP-Flood
172.27.31.236,218.160.82.62,TCP,54812,64155,36,3132,4.42,Spam
192.168.17.141,41.252.87.85,ICMP,0,0,30,4140,4.08,SSH-Bruteforce
10.177.194.99,207.105.245.211,TCP,48355,52259,31,3627,4.85,SSH-Bruteforce
192.168.45.100,171.248.64.158,TCP,20484,15832,13,1053,2.77,Benign
10.220.205.247,177.31.215.91,TCP,15096,1448,35,4270,4.4,DDoS
10.241.60.27,100.153.35.175,ICMP,0,0,2,286,1.74,DDoS
172.27.146.66,156.80.107.191,TCP,27577,61691,18,1710,3.73,PortScan
10.1.198.41,114.236.196.190,UDP,38413,38711,2,166,3.4,Spam
172.29.168.42,180.176.73.162,UDP,13093,60177,14,1064,3.06,PortScan
10.139.173.255,20.247.56.123,UDP,27986,24834,7,700,3.63,SSH-Bruteforce
172.18.175.95,30.162.135.250,TCP,11464,30401,30,3690,0.83,HTTP-Flood
172.23.113.221,128.101.99.136,ICMP,0,0,47,2914,1.03,Spam
10.187.54.236,49.39.249.206,UDP,47099,9254,30,4320,4.24,RDP-Bruteforce
192.168.211.88,138.162.171.254,ICMP,0,0,35,3745,3.79,DDoS
10.83.246.136,79.145.212.21,UDP,47018,34700,34,4760,1.2,PortScan
10.78.238.110,205.47.83.167,UDP,61243,18343,34,3128,1.56,HTTP-Flood
172.24.10.250,8.18.56.208,UDP,31684,11747,28,2492,1.34,SSH-Bruteforce
172.24.118.82,194.77.115.149,UDP,14303,29903,46,6026,3.66,PortScan
192.168.77.167,160.75.99.78,UDP,13950,48595,34,4896,2.08,RDP-Bruteforce
192.168.8.187,223.230.31.138,ICMP,0,0,42,5628,3.75,Benign
10.123.184.165,129.69.174.183,UDP,53778,52914,42,4578,4.01,Spam
192.168.72.86,216.101.4.129,ICMP,0,0,3,381,1.31,Benign
192.168.135.20,198.190.203.100,TCP,49705,40337,17,1768,1.73,Benign
192.168.242.97,142.163.65.166,TCP,47752,15022,15,2205,3.9,SSH-Bruteforce
192.168.172.136,163.152.125.78,UDP,6057,28906,31,3286,0.88,RDP-Bruteforce
172.25.117.42,206.64.245.90,TCP,46546,1633,25,3250,3.85,HTTP-Flood
172.20.169.97,141.93.107.50,ICMP,0,0,13,1001,1.08,RDP-Bruteforce
192.168.45.254,25.204.246.126,TCP,13152,49410,47,6627,3.89,DDoS
192.168.226.227,107.135.122.153,ICMP,0,0,17,1836,2.62,RDP-Bruteforce
192.168.72.111,205.53.150.51,TCP,26669,10578,49,6664,4.5,SSH-Bruteforce
10.157.134.149,193.5.231.21,TCP,40624,28171,20,2680,4.62,Spam
10.21.90.78,163.103.88.229,ICMP,0,0,47,5875,1.24,PortScan
192.168.139.46,206.200.107.143,ICMP,0,0,21,1281,1.89,DDoS
192.168.107.101,121.3.172.133,ICMP,0,0,39,3354,3.55,PortScan
192.168.100.249,200.27.35.30,TCP,38710,27897,20,1900,3.46,RDP-Bruteforce
10.232.79.204,29.62.47.120,ICMP,0,0,44,4400,4.48,SSH-Bruteforce
192.168.165.219,111.208.65.23,ICMP,0,0,6,696,0.3,DDoS
172.28.243.166,111.140.47.104,TCP,6846,23835,40,5120,4.41,HTTP-Flood
10.48.193.238,118.238.17.213,UDP,16510,56824,20,2420,0.28,HTTP-Flood
172.18.55.111,218.175.96.14,UDP,8173,51785,26,3666,1.4,DDoS
172.21.132.12,191.214.39.95,TCP,31199,47748,26,2418,3.48,Benign
192.168.193.212,178.158.198.120,ICMP,0,0,30,2610,4.29,Benign
192.168.172.37,203.123.242.79,UDP,15258,59998,14,1526,0.03,SSH-Bruteforce
10.42.41.97,6.140.242.169,UDP,63684,42288,29,4002,1.96,HTTP-Flood
172.30.215.220,55.241.162.75,UDP,13874,53578,44,6556,4.58,Benign
192.168.145.158,221.112.105.69,UDP,25045,1526,40,3400,3.8,Spam
10.156.35.200,105.93.195.183,UDP,16671,23084,23,2484,3.02,RDP-Bruteforce
10.95.47.98,131.236.60.245,ICMP,0,0,39,3081,4.84,Benign
172.23.167.19,193.153.220.208,ICMP,0,0,15,1560,0.29,Spam
10.169.23.49,209.211.217.103,TCP,10171,26435,13,1040,0.02,Benign
10.228.96.214,138.117.232.191,ICMP,0,0,27,2700,0.17,RDP-Bruteforce
172.25.113.198,219.88.31.89,UDP,43419,64554,11,1100,4.58,Benign
172.17.41.104,165.228.11.247,TCP,3653,25078,25,3525,3.53,HTTP-Flood
192.168.181.220,132.33.90.72,UDP,23203,42331,25,2000,4.83,Benign
192.168.42.21,221.60.39.188,TCP,27098,58173,5,570,2.84,HTTP-Flood
10.216.86.131,214.75.42.132,TCP,2146,38676,1,70,0.96,Benign
10.77.136.48,210.98.152.127,ICMP,0,0,1,128,2.19,Spam
172.19.56.49,58.6.198.229,ICMP,0,0,17,2023,1.94,RDP-Bruteforce
192.168.124.15,122.28.35.89,ICMP,0,0,38,3572,1.15,Benign
192.168.16.148,200.163.125.29,UDP,8530,8294,5,480,3.32,Benign
172.27.133.24,69.170.146.75,TCP,21141,4579,15,1875,1.46,HTTP-Flood
172.25.220.61,183.83.178.189,UDP,33074,31409,7,910,3.46,SSH-Bruteforce
10.51.59.56,76.245.103.8,UDP,13806,36688,1,127,1.28,Benign
192.168.58.52,22.105.249.12,UDP,16769,59419,5,525,4.18,PortScan
192.168.36.207,24.105.125.71,ICMP,0,0,31,4309,0.52,DDoS
172.30.204.15,196.148.105.16,TCP,57719,50162,25,3025,4.6,HTTP-Flood
172.29.54.14,181.5.14.162,UDP,17816,30137,9,729,4.62,DDoS
10.147.161.152,77.63.214.127,TCP,14458,44904,5,440,1.91,Benign
192.168.169.67,48.253.34.143,UDP,60423,59732,10,690,0.41,RDP-Bruteforce
10.103.17.249,145.169.195.176,UDP,52834,47303,7,595,4.97,HTTP-Flood
192.168.224.44,106.2.121.196,TCP,47061,44822,29,4321,0.72,SSH-Bruteforce
192.168.133.216,193.169.94.87,TCP,57207,21584,11,1188,2.98,RDP-Bruteforce
192.168.181.142,14.67.252.77,UDP,8505,53590,27,2646,4.85,Spam
10.1.145.185,141.51.165.214,TCP,61815,8148,41,2665,2.24,SSH-Bruteforce
192.168.135.135,171.76.210.66,TCP,56209,30208,21,2856,2.02,HTTP-Flood
10.40.119.47,215.114.104.117,ICMP,0,0,30,2820,3.24,RDP-Bruteforce
10.243.9.137,196.58.170.25,TCP,47836,12442,8,488,2.45,DDoS
192.168.247.101,191.212.29.72,UDP,25194,30300,10,760,2.2,SSH-Bruteforce
172.25.246.254,137.44.52.22,ICMP,0,0,4,472,1.81,Spam
10.45.199.248,219.31.80.240,UDP,63306,7962,21,2814,4.18,DDoS
192.168.229.220,125.239.31.33,UDP,9652,24188,25,1525,3.03,PortScan
192.168.154.137,113.13.177.115,TCP,43665,63262,34,2414,1.35,Spam
192.168.169.210,214.39.70.235,ICMP,0,0,41,3239,0.73,PortScan
192.168.216.241,193.117.133.206,ICMP,0,0,38,4180,4.59,HTTP-Flood
192.168.34.74,223.136.246.188,UDP,45586,27461,18,1728,4.76,DDoS
172.20.243.28,37.19.253.27,ICMP,0,0,25,3050,4.24,RDP-Bruteforce
192.168.137.145,207.134.228.58,ICMP,0,0,33,4521,0.52,PortScan
10.244.29.79,192.200.142.195,UDP,35188,48116,30,2730,2.48,RDP-Bruteforce
192.168.237.139,152.80.134.110,UDP,48365,63389,19,1938,4.52,DDoS
172.17.174.34,110.254.118.116,TCP,56454,30109,19,1938,0.28,Spam
192.168.59.72,194.255.55.229,UDP,41909,12865,39,2535,2.78,RDP-Bruteforce
10.70.24.217,170.77.202.65,TCP,39792,13533,22,3124,0.34,SSH-Bruteforce
10.235.102.29,79.238.36.244,UDP,64339,33546,49,4655,4.29,RDP-Bruteforce
192.168.206.122,223.16.245.227,TCP,22836,7303,27,1863,1.64,SSH-Bruteforce
10.251.54.145,30.191.253.25,TCP,38108,52843,40,3640,0.02,Benign
10.246.28.27,6.167.60.137,ICMP,0,0,12,1128,1.02,Benign
172.17.76.149,180.50.9.23,ICMP,0,0,41,5002,4.85,HTTP-Flood
10.144.26.224,200.99.179.216,UDP,22775,53831,37,5439,4.74,DDoS
172.26.19.36,196.201.12.146,ICMP,0,0,4,404,2.91,HTTP-Flood
192.168.131.96,19.69.2.167,ICMP,0,0,38,2470,3.17,PortScan
192.168.63.214,108.182.33.139,UDP,53439,5336,39,4992,4.24,DDoS
172.22.120.11,171.17.133.159,UDP,58863,51540,14,1834,3.47,HTTP-Flood
192.168.208.90,128.51.204.21,ICMP,0,0,31,3348,1.35,Spam
192.168.174.70,99.61.5.126,UDP,54574,45875,2,150,2.14,SSH-Bruteforce
172.29.145.211,192.140.23.217,TCP,57942,10741,31,2697,1.37,HTTP-Flood
172.31.146.154,99.107.112.234,TCP,56479,47331,19,1444,3.27,SSH-Bruteforce
192.168.26.219,206.169.242.120,ICMP,0,0,13,962,1.78,SSH-Bruteforce
172.20.218.148,138.229.13.110,UDP,29238,41971,13,1144,1.24,DDoS
192.168.120.33,162.178.14.130,ICMP,0,0,37,3848,0.59,SSH-Bruteforce
172.20.40.9,157.184.168.0,UDP,28847,1560,22,2486,1.88,DDoS
172.26.239.151,195.190.158.232,UDP,4739,8996,45,3375,3.94,SSH-Bruteforce
192.168.128.68,200.201.102.173,UDP,7711,33799,3,348,2.92,PortScan
10.161.90.216,193.171.112.213,UDP,24429,25711,19,2470,4.97,Spam
192.168.31.241,145.135.112.105,TCP,14131,28522,6,900,3.06,DDoS
172.30.115.28,187.99.73.171,ICMP,0,0,31,2046,3.48,Spam
192.168.160.215,196.41.158.109,UDP,52344,34287,17,1717,0.77,RDP-Bruteforce
172.28.85.161,191.70.140.178,UDP,13036,53857,18,1368,0.62,SSH-Bruteforce
192.168.128.44,184.245.163.125,TCP,54140,45633,4,256,0.79,Spam
10.153.227.93,195.220.134.16,UDP,31840,33035,35,3710,0.91,Benign
10.77.215.180,116.117.16.216,UDP,48017,27515,5,515,2.73,Benign
10.203.46.137,57.199.32.147,TCP,12665,57346,48,3072,2.42,PortScan
172.24.18.231,220.154.48.70,TCP,58506,25437,23,3381,1.64,RDP-Bruteforce
192.168.86.107,209.141.84.74,ICMP,0,0,21,2037,1.26,SSH-Bruteforce
192.168.222.100,201.114.56.171,UDP,48070,52398,16,2336,4.49,Benign
172.17.15.39,106.166.81.211,ICMP,0,0,1,76,3.49,Spam
10.253.101.4,117.29.176.244,TCP,9319,29747,35,2170,2.86,PortScan
192.168.41.8,174.70.197.40,UDP,11536,20119,45,5175,3.42,PortScan
172.25.145.56,178.74.72.64,TCP,11332,49676,44,3036,1.32,PortScan
172.21.15.228,77.208.73.102,ICMP,0,0,4,512,4.37,HTTP-Flood
172.21.49.32,181.168.28.222,UDP,40698,34197,25,2050,0.2,RDP-Bruteforce
172.28.193.19,174.141.235.13,UDP,44768,43001,29,3712,1.21,SSH-Bruteforce
172.20.213.32,199.30.154.55,UDP,43283,58272,29,2581,3.88,HTTP-Flood
172.26.169.198,221.178.113.115,UDP,64282,16366,24,2856,1.73,SSH-Bruteforce
10.105.227.159,165.29.4.11,UDP,48842,6248,18,1926,3.96,Benign
172.29.252.138,20.189.183.137,UDP,9230,14114,47,4841,2.31,Spam
10.192.22.52,218.46.125.203,ICMP,0,0,48,3792,4.95,DDoS
172.31.50.217,197.126.245.206,TCP,23079,41463,4,408,3.4,Spam
172.19.75.73,220.211.237.255,TCP,9648,38460,10,1350,4.12,HTTP-Flood
10.143.112.242,210.49.70.81,TCP,45159,39697,10,1240,2.26,DDoS
192.168.152.129,172.133.194.203,UDP,63159,31757,11,1441,0.63,SSH-Bruteforce
172.29.143.226,202.54.215.22,ICMP,0,0,21,2478,3.55,PortScan
10.218.116.9,206.218.124.15,ICMP,0,0,44,4796,4.06,Benign
10.210.187.219,168.242.4.218,ICMP,0,0,48,5424,3.51,RDP-Bruteforce
10.23.244.243,187.131.132.230,TCP,56721,5528,12,1632,2.28,Benign
10.53.222.32,35.199.36.61,TCP,39441,15700,34,4658,1.7,HTTP-Flood
192.168.252.248,34.122.84.177,UDP,3068,57680,42,5040,1.17,DDoS
192.168.198.21,200.76.123.26,UDP,24781,54092,14,1638,2.32,Benign
172.16.129.1,168.11.250.112,ICMP,0,0,40,5200,0.14,Spam
192.168.60.150,199.108.112.33,ICMP,0,0,28,1848,1.39,SSH-Bruteforce
172.22.8.191,143.190.173.13,ICMP,0,0,46,3542,4.16,PortScan
10.211.142.117,204.149.116.86,UDP,28130,54397,41,3813,0.3,HTTP-Flood
192.168.6.117,211.155.50.149,UDP,63653,21964,19,2204,0.39,HTTP-Flood
192.168.39.17,131.84.173.240,TCP,38324,2544,5,545,3.31,DDoS
10.203.112.162,162.227.212.126,UDP,41483,46668,3,375,0.2,SSH-Bruteforce
192.168.44.229,70.2.212.160,UDP,62795,59678,43,5848,0.39,RDP-Bruteforce
192.168.241.63,103.218.106.242,TCP,45601,14303,18,2628,0.42,DDoS
192.168.84.210,98.160.170.131,TCP,58782,41312,4,316,1.61,Spam
172.30.10.241,23.240.148.201,TCP,54670,65297,50,6350,0.55,Benign
172.25.91.73,98.138.25.81,ICMP,0,0,43,2623,1.4,RDP-Bruteforce
172.28.161.238,142.158.174.104,UDP,25505,22814,3,180,0.38,DDoS
10.107.196.191,100.180.184.140,TCP,55974,54269,21,1575,1.28,HTTP-Flood
10.205.16.240,215.89.111.0,ICMP,0,0,9,864,4.67,Benign
10.22.38.239,204.189.133.107,ICMP,0,0,17,1870,0.03,DDoS
192.168.213.30,192.25.200.52,ICMP,0,0,2,204,4.17,RDP-Bruteforce
192.168.85.156,194.110.99.159,TCP,50301,31863,4,572,3.63,PortScan
10.74.233.189,26.117.245.187,ICMP,0,0,14,854,3.37,DDoS
172.19.247.68,194.53.117.10,ICMP,0,0,19,2014,4.39,DDoS
192.168.222.185,137.186.128.13,UDP,22343,43649,36,3600,3.54,DDoS
10.41.129.236,201.173.6.86,TCP,32764,34703,28,2268,0.04,Benign
172.25.201.164,3.43.198.89,ICMP,0,0,32,3904,4.99,DDoS
172.27.35.176,209.74.9.141,TCP,45649,59787,6,540,3.58,PortScan
10.70.56.63,152.89.92.177,ICMP,0,0,39,2808,2.42,PortScan
192.168.41.180,78.117.137.108,ICMP,0,0,49,5782,0.91,Spam
192.168.144.229,221.113.36.46,UDP,38294,19123,36,2520,1.16,PortScan
10.26.123.177,198.225.117.15,ICMP,0,0,16,2368,4.26,DDoS
172.29.243.105,94.212.158.31,UDP,2713,1322,37,2479,4.1,RDP-Bruteforce
10.118.140.3,211.201.70.7,ICMP,0,0,48,7200,2.34,DDoS
172.16.143.86,202.254.141.243,TCP,40499,45160,38,5092,3.15,RDP-Bruteforce
172.25.249.243,149.99.254.122,ICMP,0,0,20,1260,0.21,SSH-Bruteforce
172.19.25.220,207.151.6.246,ICMP,0,0,43,2967,0.47,RDP-Bruteforce
10.245.153.33,207.75.173.245,ICMP,0,0,5,385,3.93,RDP-Bruteforce
172.26.176.175,46.104.171.227,UDP,47193,3346,29,2523,4.51,PortScan
10.121.114.2,137.175.78.137,TCP,58941,59603,25,3525,3.42,DDoS
10.221.102.194,128.53.35.21,ICMP,0,0,46,6486,4.18,Spam
192.168.106.13,214.119.116.79,TCP,34116,30815,11,869,4.13,DDoS
192.168.107.32,208.209.179.137,UDP,11544,36563,25,2850,1.37,HTTP-Flood
192.168.6.151,176.243.167.129,ICMP,0,0,16,2080,4.38,DDoS
192.168.152.57,143.162.74.125,UDP,22711,29984,6,420,2.39,DDoS
172.24.18.96,134.82.103.210,TCP,7326,18353,41,3362,2.99,HTTP-Flood
10.13.173.187,23.217.106.64,TCP,33763,34447,25,3075,0.51,Benign
192.168.152.145,71.126.43.21,ICMP,0,0,26,2912,4.81,DDoS
172.31.162.179,218.11.150.59,UDP,1070,48447,17,1105,0.17,RDP-Bruteforce
10.67.182.28,222.36.17.39,TCP,7818,33540,42,3864,2.35,SSH-Bruteforce
10.5.122.43,157.88.194.192,UDP,10458,39518,12,876,4.05,DDoS
10.214.61.104,126.89.252.146,TCP,33344,40294,47,3666,0.61,HTTP-Flood
192.168.61.210,81.10.130.54,TCP,33677,2129,42,4074,2.48,HTTP-Flood
172.28.166.2,46.64.175.54,TCP,40158,5361,8,712,0.26,DDoS
172.31.156.79,80.133.10.237,ICMP,0,0,2,166,4.0,PortScan
192.168.95.55,148.248.71.34,ICMP,0,0,29,2929,1.26,PortScan
10.75.199.36,18.46.9.9,TCP,17110,34341,17,1887,3.59,DDoS
172.27.161.250,203.233.27.227,TCP,49804,62918,19,2717,3.74,Spam
192.168.237.41,215.184.55.34,UDP,18201,42773,40,4680,3.37,HTTP-Flood
172.30.34.49,135.94.32.4,ICMP,0,0,40,5720,2.52,Spam
192.168.27.222,140.63.61.213,UDP,47315,14224,9,675,4.69,Benign
10.63.111.66,15.4.173.99,UDP,55584,13278,2,166,4.25,PortScan
192.168.160.112,161.39.108.22,ICMP,0,0,45,3600,4.23,HTTP-Flood
10.109.255.78,208.103.112.40,ICMP,0,0,21,3150,2.36,HTTP-Flood
192.168.147.185,104.168.190.182,ICMP,0,0,23,2645,3.29,SSH-Bruteforce
172.22.61.151,156.107.44.170,ICMP,0,0,1,134,0.9,SSH-Bruteforce
172.27.77.67,140.90.111.194,UDP,45926,27451,3,363,4.07,RDP-Bruteforce
192.168.173.204,87.208.229.63,ICMP,0,0,9,1179,1.92,SSH-Bruteforce
192.168.68.116,11.199.254.64,UDP,55426,22808,48,5088,3.14,PortScan
