src_ip,dst_ip,protocol,src_port,dst_port,packet_count,byte_count,duration,label
10.106.146.23,163.223.121.117,UDP,2624,57618,32,2080,3.93,PortScan
172.17.126.45,157.180.119.131,TCP,3140,62826,5,535,4.57,SSH-Bruteforce
10.227.78.16,174.146.108.77,UDP,35069,52918,9,891,2.31,Benign
10.21.97.64,47.92.198.232,TCP,42418,34150,31,2759,4.45,RDP-Bruteforce
10.11.195.169,190.231.154.65,TCP,58624,17066,15,1755,0.88,HTTP-Flood
192.168.250.177,211.174.199.120,TCP,54510,28174,9,972,3.14,Benign
192.168.171.33,122.208.136.151,TCP,38626,49935,18,1530,0.6,RDP-Bruteforce
172.22.84.10,165.38.49.250,UDP,37504,40359,16,2144,0.99,SSH-Bruteforce
172.30.49.94,43.241.60.176,TCP,44281,10224,6,402,1.26,Spam
10.125.238.184,41.209.24.251,UDP,22514,64987,23,1725,3.89,PortScan
172.21.193.81,202.255.141.68,TCP,56814,54808,15,1875,3.84,PortScan
192.168.102.82,109.126.56.42,UDP,44805,58741,10,1370,1.19,SSH-Bruteforce
172.24.10.221,61.228.11.77,UDP,41565,18422,26,2652,0.36,RDP-Bruteforce
172.19.97.41,205.200.153.172,UDP,30955,49904,36,2268,3.53,PortScan
10.38.56.84,211.234.207.219,ICMP,0,0,47,3431,0.35,SSH-Bruteforce
10.184.216.51,220.54.35.180,TCP,23801,33523,9,1017,4.28,DDoS
10.143.193.155,87.89.117.232,ICMP,0,0,45,4365,2.76,HTTP-Flood
172.25.248.189,132.249.7.91,TCP,20752,45355,42,3402,2.63,Benign
172.20.253.185,45.98.43.50,ICMP,0,0,37,2960,0.92,DDoS
192.168.250.130,19.175.16.94,UDP,41042,35229,44,5060,3.2,SSH-Bruteforce
192.168.45.87,189.68.98.186,ICMP,0,0,9,1341,3.72,Benign
10.205.206.35,147.177.34.45,ICMP,0,0,49,6811,0.37,SSH-Bruteforce
10.28.59.171,214.227.0.83,UDP,40593,55117,31,3286,4.43,DDoS
192.168.243.157,114.168.21.63,ICMP,0,0,18,1908,3.74,DDoS
172.22.248.154,177.1.96.162,TCP,59994,28836,6,666,0.44,PortScan
10.65.25.146,64.68.124.82,TCP,1265,60077,11,836,3.32,HTTP-Flood
172.28.77.55,187.89.18.180,UDP,47514,48414,42,2940,0.02,RDP-Bruteforce
172.18.220.229,210.254.47.119,UDP,36352,55015,44,5412,4.3,SSH-Bruteforce
192.168.44.148,153.43.23.70,ICMP,0,0,36,4248,4.39,SSH-Bruteforce
172.24.27.249,109.14.182.210,UDP,49652,51021,45,3420,2.0,Spam
192.168.98.155,142.62.196.212,UDP,6029,56747,1,144,3.09,PortScan
10.229.155.80,128.57.154.204,ICMP,0,0,37,4588,3.99,HTTP-Flood
172.24.194.158,136.90.179.190,ICMP,0,0,34,4998,4.94,PortScan
172.29.166.115,213.204.250.60,TCP,8291,31469,9,1080,1.11,HTTP-Flood
10.175.122.191,159.199.81.36,TCP,11189,57956,43,4343,0.1,SSH-Bruteforce
10.241.27.98,173.225.124.74,UDP,2970,48722,10,620,2.12,Spam
172.24.226.131,106.245.155.245,ICMP,0,0,31,2480,1.87,DDoS
192.168.32.160,195.86.117.162,ICMP,0,0,44,4708,1.85,SSH-Bruteforce
172.31.202.129,94.190.106.5,ICMP,0,0,40,3960,0.63,HTTP-Flood
172.25.144.118,212.222.180.139,TCP,54145,25838,49,4263,4.0,SSH-Bruteforce
10.74.74.126,21.123.210.152,ICMP,0,0,44,6336,0.06,RDP-Bruteforce
10.188.240.155,202.78.185.66,UDP,17694,54003,29,4118,0.94,DDoS
192.168.165.231,190.53.211.228,ICMP,0,0,4,552,2.16,Benign
192.168.98.150,37.5.143.142,ICMP,0,0,19,2470,1.88,PortScan
172.19.240.130,103.79.100.65,TCP,18082,5806,24,3024,1.5,SSH-Bruteforce
10.81.197.161,206.58.182.57,ICMP,0,0,26,1586,4.35,PortScan
192.168.46.202,195.141.239.111,ICMP,0,0,42,5670,2.82,Spam
172.24.48.255,44.136.101.228,UDP,64936,16087,21,2394,1.57,Spam
192.168.131.8,138.32.47.197,UDP,41326,34111,17,1598,1.3,PortScan
172.16.146.237,222.86.115.107,ICMP,0,0,26,3614,3.12,Benign
192.168.151.203,204.102.30.88,ICMP,0,0,12,1104,0.1,PortScan
192.168.74.219,192.118.236.135,TCP,60109,41454,14,1092,1.07,RDP-Bruteforce
172.30.127.155,32.227.96.160,UDP,23712,17623,5,560,0.87,SSH-Bruteforce
10.152.176.162,48.246.231.65,ICMP,0,0,39,3237,4.36,RDP-Bruteforce
192.168.21.38,195.215.170.119,UDP,36566,14785,16,1920,2.54,Spam
192.168.206.112,96.23.21.190,ICMP,0,0,41,5166,1.39,PortScan
192.168.231.240,189.37.81.7,ICMP,0,0,33,3762,2.62,Spam
10.158.68.75,199.126.226.156,TCP,62222,53369,15,1020,2.98,PortScan
10.251.180.31,191.13.210.203,ICMP,0,0,3,216,2.44,SSH-Bruteforce
172.20.76.98,216.72.113.93,TCP,31456,3458,14,966,3.38,DDoS
192.168.72.144,154.56.66.88,UDP,26763,58962,11,880,2.74,DDoS
192.168.230.102,28.94.195.44,TCP,26908,18137,5,470,3.86,Spam
192.168.245.203,137.60.181.124,UDP,10399,14832,34,3468,1.21,RDP-Bruteforce
192.168.185.188,147.62.90.100,TCP,24597,47456,28,3136,0.63,HTTP-Flood
172.26.63.79,154.227.122.193,TCP,29008,16213,5,370,0.48,HTTP-Flood
172.23.55.179,199.145.40.8,TCP,50067,25361,6,486,3.42,Spam
192.168.18.250,106.91.56.235,UDP,9528,21841,16,2384,1.66,HTTP-Flood
192.168.7.233,219.250.255.226,TCP,33045,61313,32,3296,3.74,Benign
192.168.183.143,5.133.124.235,ICMP,0,0,21,1680,0.07,Spam
172.18.23.50,116.154.231.235,UDP,55046,43570,45,3015,0.49,RDP-Bruteforce
172.21.8.27,177.231.114.146,UDP,50505,46627,36,4896,3.24,RDP-Bruteforce
10.242.43.141,52.26.240.228,ICMP,0,0,30,3030,4.82,DDoS
172.26.7.234,184.15.60.126,UDP,24565,3873,28,4088,4.92,HTTP-Flood
172.24.185.219,222.221.211.212,UDP,49614,18462,43,2795,3.64,RDP-Bruteforce
192.168.225.187,182.75.64.150,UDP,13007,63833,12,1464,0.02,SSH-Bruteforce
10.164.114.145,209.209.37.167,TCP,27792,25884,43,2666,3.68,HTTP-Flood
10.37.185.17,135.71.138.239,TCP,56955,64444,48,3984,2.77,HTTP-Flood
172.21.217.162,96.26.183.87,UDP,63250,56481,3,270,3.77,Benign
172.19.133.88,156.176.76.223,UDP,19783,44424,35,3255,3.62,SSH-Bruteforce
10.102.59.24,80.158.250.101,UDP,24955,12326,11,990,0.17,HTTP-Flood
10.72.30.233,68.100.96.15,ICMP,0,0,31,4495,1.75,HTTP-Flood
192.168.130.0,177.232.119.151,UDP,6511,17347,4,312,3.93,SSH-Bruteforce
10.11.195.78,222.38.189.7,TCP,64029,57914,15,2070,0.33,SSH-Bruteforce
192.168.4.33,46.51.164.135,UDP,48515,28367,15,1920,3.04,SSH-Bruteforce
10.148.7.209,223.12.147.0,ICMP,0,0,11,1320,4.34,SSH-Bruteforce
172.21.177.40,173.221.108.136,UDP,53283,25075,2,170,0.64,RDP-Bruteforce
192.168.117.18,210.54.46.217,ICMP,0,0,3,237,4.11,DDoS
192.168.245.101,206.7.235.194,ICMP,0,0,11,1166,3.74,HTTP-Flood
192.168.233.240,208.147.54.156,TCP,36955,60104,2,126,4.1,DDoS
192.168.44.64,192.24.80.201,ICMP,0,0,41,6150,3.97,RDP-Bruteforce
192.168.107.51,33.205.205.108,ICMP,0,0,43,5719,1.62,PortScan
172.26.100.101,209.84.112.217,ICMP,0,0,48,5040,1.57,PortScan
172.28.205.80,146.100.59.225,ICMP,0,0,5,310,4.61,DDoS
192.168.107.35,173.110.72.87,TCP,53131,10764,15,1080,4.1,RDP-Bruteforce
192.168.186.74,12.218.245.236,TCP,48111,9435,31,3224,0.23,HTTP-Flood
10.107.244.249,209.16.55.150,UDP,17864,53404,2,138,2.8,SSH-Bruteforce
192.168.218.73,105.25.100.54,UDP,43845,1732,6,786,1.82,HTTP-Flood
10.230.222.6,197.77.250.234,UDP,49854,16337,5,530,1.2,HTTP-Flood
172.30.0.169,197.232.29.209,ICMP,0,0,28,1876,3.37,SSH-Bruteforce
172.20.223.63,200.113.57.87,TCP,40251,54116,46,5750,1.35,PortScan
172.27.199.251,174.12.176.225,ICMP,0,0,37,3996,4.06,SSH-Bruteforce
192.168.201.146,181.8.24.46,ICMP,0,0,16,1104,4.26,DDoS
192.168.82.234,119.42.9.221,UDP,60749,52733,26,2600,1.08,Benign
10.214.193.169,207.37.78.143,ICMP,0,0,30,2700,1.24,PortScan
192.168.94.156,148.233.11.150,ICMP,0,0,40,3720,3.23,DDoS
10.92.99.38,137.176.191.91,TCP,36077,13517,21,1659,2.94,SSH-Bruteforce
192.168.190.24,169.76.154.172,UDP,5423,22249,33,2607,1.74,DDoS
10.185.175.219,180.218.195.11,ICMP,0,0,31,3317,3.86,HTTP-Flood
172.29.111.104,28.53.186.53,ICMP,0,0,46,4462,2.1,Benign
192.168.222.11,217.183.230.253,TCP,5039,5251,49,7350,4.4,Benign
10.169.28.87,22.90.16.16,UDP,7265,49399,8,544,0.22,SSH-Bruteforce
10.68.154.208,153.133.52.54,UDP,51111,5512,4,568,4.17,SSH-Bruteforce
10.222.174.4,38.37.108.57,UDP,4547,48766,14,1736,4.98,RDP-Bruteforce
