src_ip,dst_ip,protocol,src_port,dst_port,packet_count,byte_count,duration,label
172.18.245.167,132.127.172.235,ICMP,0,0,11,957,0.26,Spam
172.22.34.163,211.231.125.179,ICMP,0,0,4,528,4.29,HTTP-Flood
192.168.160.66,155.62.198.133,ICMP,0,0,22,2046,2.72,Benign
172.31.59.222,212.69.134.47,ICMP,0,0,8,592,0.06,RDP-Bruteforce
10.144.122.141,91.230.81.166,UDP,11511,53858,19,2603,2.19,SSH-Bruteforce
172.29.143.226,202.54.215.22,ICMP,0,0,21,2478,3.55,PortScan
10.10.226.104,67.158.231.49,UDP,25320,16095,16,1504,3.41,DDoS
172.27.31.17,122.88.48.232,TCP,56560,35194,47,5593,4.07,SSH-Bruteforce
10.177.151.1,210.31.254.91,TCP,52074,36157,39,5577,1.59,HTTP-Flood
172.17.119.147,143.100.177.219,ICMP,0,0,50,3300,4.58,DDoS
172.18.243.8,131.197.152.17,UDP,43941,45529,40,4400,1.74,Spam
10.124.180.134,69.2.216.38,TCP,16322,46448,29,2030,0.55,Benign
10.142.20.41,138.137.167.34,TCP,7277,42070,32,1952,4.56,Benign
10.19.161.228,175.174.173.142,TCP,10349,38723,34,2652,3.41,Spam
172.29.160.139,79.113.210.120,UDP,54719,41331,32,2624,4.05,HTTP-Flood
172.31.79.171,50.217.209.103,UDP,20369,10314,48,6720,0.07,SSH-Bruteforce
10.252.136.108,220.15.247.224,UDP,51388,53102,3,285,3.17,PortScan
192.168.222.100,201.114.56.171,UDP,48070,52398,16,2336,4.49,Benign
10.228.96.214,138.117.232.191,ICMP,0,0,27,2700,0.17,RDP-Bruteforce
192.168.32.181,43.194.193.128,UDP,30419,50812,3,255,4.52,Spam
172.24.185.219,222.221.211.212,UDP,49614,18462,43,2795,3.64,RDP-Bruteforce
192.168.61.80,187.74.147.97,UDP,55912,20472,13,1040,3.01,DDoS
192.168.158.218,122.19.223.238,UDP,63887,3773,23,2346,3.94,RDP-Bruteforce
10.174.149.37,136.209.213.60,UDP,34988,41991,15,1755,4.08,Benign
192.168.211.123,155.122.110.188,ICMP,0,0,2,226,4.24,HTTP-Flood
10.246.138.127,164.106.64.75,UDP,35954,12088,37,3330,0.78,HTTP-Flood
172.22.8.191,143.190.173.13,ICMP,0,0,46,3542,4.16,PortScan
192.168.215.9,214.208.141.33,TCP,40941,47582,13,1833,4.78,HTTP-Flood
10.83.246.136,79.145.212.21,UDP,47018,34700,34,4760,1.2,PortScan
172.23.217.116,189.24.195.158,TCP,62599,50179,28,3416,2.28,SSH-Bruteforce
172.25.144.118,212.222.180.139,TCP,54145,25838,49,4263,4.0,SSH-Bruteforce
172.24.27.249,109.14.182.210,UDP,49652,51021,45,3420,2.0,Spam
192.168.94.166,220.250.151.76,UDP,17014,26742,34,5100,0.28,DDoS
10.26.147.113,155.31.70.246,TCP,15342,9253,2,254,1.86,HTTP-Flood
172.24.112.238,11.17.57.179,TCP,63229,32139,44,4708,4.62,SSH-Bruteforce
172.19.159.124,112.49.32.71,TCP,60245,10098,40,5720,1.32,Spam
10.145.58.84,221.210.181.143,ICMP,0,0,12,1428,1.33,RDP-Bruteforce
192.168.151.203,204.102.30.88,ICMP,0,0,12,1104,0.1,PortScan
172.16.238.28,180.169.92.139,UDP,13399,60220,36,5220,0.69,PortScan
10.205.216.46,188.158.157.60,TCP,47877,50165,3,435,0.7,Spam
192.168.110.135,179.84.131.162,ICMP,0,0,25,3350,3.44,HTTP-Flood
192.168.147.185,104.168.190.182,ICMP,0,0,23,2645,3.29,SSH-Bruteforce
172.27.188.60,38.84.77.135,TCP,58566,20736,42,4998,3.95,SSH-Bruteforce
172.24.155.78,219.19.253.119,ICMP,0,0,5,360,1.41,Benign
192.168.17.207,5.52.58.110,ICMP,0,0,49,6125,1.44,Benign
192.168.58.52,22.105.249.12,UDP,16769,59419,5,525,4.18,PortScan
192.168.195.139,138.234.54.29,ICMP,0,0,7,546,2.76,PortScan
192.168.79.194,204.10.117.175,ICMP,0,0,19,2014,4.9,RDP-Bruteforce
172.18.207.180,153.238.53.101,ICMP,0,0,16,1632,4.3,HTTP-Flood
172.17.174.34,110.254.118.116,TCP,56454,30109,19,1938,0.28,Spam
172.18.69.196,191.222.66.201,UDP,30642,30064,26,3770,0.27,HTTP-Flood
172.24.194.158,136.90.179.190,ICMP,0,0,34,4998,4.94,PortScan
10.65.124.21,142.205.157.212,TCP,13224,6268,31,3410,4.98,HTTP-Flood
192.168.216.224,134.15.71.37,UDP,33768,53629,43,5031,2.36,Spam
192.168.45.87,189.68.98.186,ICMP,0,0,9,1341,3.72,Benign
192.168.250.130,19.175.16.94,UDP,41042,35229,44,5060,3.2,SSH-Bruteforce
10.75.199.36,18.46.9.9,TCP,17110,34341,17,1887,3.59,DDoS
10.255.85.173,204.137.221.96,ICMP,0,0,5,750,0.87,RDP-Bruteforce
172.24.10.221,61.228.11.77,UDP,41565,18422,26,2652,0.36,RDP-Bruteforce
192.168.128.96,155.102.109.65,UDP,28063,60574,18,2358,3.79,PortScan
192.168.6.114,194.93.179.15,UDP,55716,33370,24,1896,4.46,HTTP-Flood
192.168.65.241,15.145.196.0,UDP,56050,32505,10,940,0.2,SSH-Bruteforce
192.168.98.2,130.79.135.136,TCP,14654,56433,28,2912,0.69,SSH-Bruteforce
172.16.143.86,202.254.141.243,TCP,40499,45160,38,5092,3.15,RDP-Bruteforce
172.17.169.215,9.54.60.213,ICMP,0,0,12,900,3.96,RDP-Bruteforce
10.76.157.123,210.203.244.246,UDP,28846,64588,39,5811,2.0,DDoS
192.168.72.111,205.53.150.51,TCP,26669,10578,49,6664,4.5,SSH-Bruteforce
10.12.65.48,44.233.25.178,TCP,16217,17174,30,4410,3.61,Benign
192.168.219.239,221.109.237.68,ICMP,0,0,44,6336,2.41,Spam
10.225.137.215,133.231.179.254,ICMP,0,0,11,1199,1.78,HTTP-Flood
192.168.162.128,193.140.92.84,ICMP,0,0,45,3420,3.19,PortScan
192.168.180.161,38.179.147.11,ICMP,0,0,20,2000,2.91,HTTP-Flood
10.188.184.234,15.216.241.172,UDP,27735,19162,47,3619,3.17,SSH-Bruteforce
192.168.34.74,223.136.246.188,UDP,45586,27461,18,1728,4.76,DDoS
172.20.115.145,205.28.106.218,TCP,6485,16188,48,6144,3.96,PortScan
192.168.128.53,65.123.229.17,TCP,36631,16503,11,814,1.1,DDoS
192.168.106.64,58.17.41.93,TCP,4443,13540,12,1668,1.77,HTTP-Flood
172.24.227.47,48.165.124.76,ICMP,0,0,35,4410,0.39,HTTP-Flood
172.20.71.209,86.181.195.169,ICMP,0,0,7,952,0.36,SSH-Bruteforce
172.21.153.212,194.207.156.184,TCP,30183,31940,27,2214,4.48,RDP-Bruteforce
192.168.7.28,107.241.130.81,UDP,15213,45415,35,5215,3.76,DDoS
10.207.91.9,192.219.27.53,TCP,11410,26766,27,3051,3.99,Benign
172.28.84.132,218.14.70.27,ICMP,0,0,23,1771,1.01,SSH-Bruteforce
192.168.170.22,55.61.252.172,UDP,36307,23796,31,3782,3.28,SSH-Bruteforce
192.168.70.84,202.207.250.90,UDP,55930,27604,1,146,0.65,RDP-Bruteforce
10.206.69.199,198.193.179.71,ICMP,0,0,23,1656,2.82,Benign
192.168.27.87,107.36.79.215,TCP,11100,6228,11,1353,4.92,RDP-Bruteforce
192.168.231.204,222.149.86.139,TCP,46164,48460,5,445,1.45,Spam
192.168.12.239,161.219.50.179,TCP,62283,56958,48,3744,4.69,Benign
10.81.150.239,185.177.37.248,UDP,41727,7018,35,4025,2.14,Spam
10.197.112.172,181.61.136.166,TCP,40360,36277,50,3050,1.94,SSH-Bruteforce
10.74.74.126,21.123.210.152,ICMP,0,0,44,6336,0.06,RDP-Bruteforce
192.168.241.122,158.230.140.225,ICMP,0,0,1,150,3.21,HTTP-Flood
192.168.143.68,8.178.168.216,UDP,28155,34176,19,1273,1.18,DDoS
192.168.44.148,153.43.23.70,ICMP,0,0,36,4248,4.39,SSH-Bruteforce
10.157.27.128,29.171.113.23,TCP,23873,49669,48,6288,3.32,PortScan
10.196.190.209,40.53.54.87,TCP,48550,36221,41,2624,0.14,DDoS
10.152.146.116,218.54.10.136,TCP,2096,15830,33,3630,4.95,SSH-Bruteforce
192.168.12.187,103.64.34.50,TCP,13033,57858,31,4526,0.62,PortScan
10.103.2.218,135.127.3.96,TCP,4004,43031,2,200,1.1,Spam
172.28.85.161,191.70.140.178,UDP,13036,53857,18,1368,0.62,SSH-Bruteforce
172.22.143.186,184.220.100.251,UDP,47169,56621,26,1872,4.41,PortScan
172.16.178.164,184.129.4.125,ICMP,0,0,47,5828,1.62,Spam
10.205.129.130,216.55.196.65,TCP,2669,15433,46,4186,2.78,HTTP-Flood
192.168.44.229,70.2.212.160,UDP,62795,59678,43,5848,0.39,RDP-Bruteforce
10.175.122.191,159.199.81.36,TCP,11189,57956,43,4343,0.1,SSH-Bruteforce
10.38.28.75,128.194.208.132,ICMP,0,0,40,4720,1.09,PortScan
192.168.133.216,193.169.94.87,TCP,57207,21584,11,1188,2.98,RDP-Bruteforce
172.31.72.174,205.196.45.149,UDP,13404,43443,12,1752,4.6,PortScan
172.29.174.129,40.66.104.71,UDP,2289,9040,25,3375,1.93,RDP-Bruteforce
10.188.240.155,202.78.185.66,UDP,17694,54003,29,4118,0.94,DDoS
10.193.72.119,99.234.64.15,UDP,36922,51294,39,5343,1.17,RDP-Bruteforce
10.77.215.180,116.117.16.216,UDP,48017,27515,5,515,2.73,Benign
192.168.27.148,37.224.18.215,TCP,31876,2993,17,1037,2.98,SSH-Bruteforce
172.28.88.96,138.215.80.13,UDP,48459,30360,10,1400,1.59,HTTP-Flood
10.69.181.239,148.25.206.234,ICMP,0,0,45,4725,0.76,RDP-Bruteforce
10.40.119.47,215.114.104.117,ICMP,0,0,30,2820,3.24,RDP-Bruteforce
192.168.48.196,163.53.184.148,ICMP,0,0,40,3920,3.2,RDP-Bruteforce
192.168.20.161,144.122.87.194,TCP,38669,44206,10,620,0.87,DDoS
10.22.38.239,204.189.133.107,ICMP,0,0,17,1870,0.03,DDoS
172.31.156.79,80.133.10.237,ICMP,0,0,2,166,4.0,PortScan
192.168.181.142,14.67.252.77,UDP,8505,53590,27,2646,4.85,Spam
192.168.89.140,27.80.135.194,UDP,62128,3662,22,2574,0.86,HTTP-Flood
10.78.238.110,205.47.83.167,UDP,61243,18343,34,3128,1.56,HTTP-Flood
10.150.25.53,63.64.152.151,TCP,60463,27819,4,380,0.55,DDoS
192.168.12.176,154.68.49.158,ICMP,0,0,19,2660,1.34,DDoS
10.11.196.3,218.28.251.60,UDP,9333,41014,12,1644,0.9,RDP-Bruteforce
10.158.68.75,199.126.226.156,TCP,62222,53369,15,1020,2.98,PortScan
192.168.170.103,141.138.69.102,UDP,46595,29114,30,4020,3.46,RDP-Bruteforce
10.176.23.125,217.160.205.11,ICMP,0,0,39,5577,4.04,SSH-Bruteforce
192.168.112.230,144.146.145.219,TCP,36865,62743,39,5850,3.69,PortScan
192.168.107.211,200.57.93.144,UDP,63337,46468,50,3400,1.14,PortScan
172.30.0.169,197.232.29.209,ICMP,0,0,28,1876,3.37,SSH-Bruteforce
10.69.113.183,12.166.238.18,TCP,25360,4016,24,1440,4.42,RDP-Bruteforce
172.31.225.131,185.154.212.3,TCP,24651,40896,5,630,4.83,Benign
172.19.247.68,194.53.117.10,ICMP,0,0,19,2014,4.39,DDoS
10.214.61.104,126.89.252.146,TCP,33344,40294,47,3666,0.61,HTTP-Flood
172.22.4.177,92.224.219.102,TCP,45314,17919,22,2310,4.54,SSH-Bruteforce
172.27.227.200,213.152.193.148,TCP,32497,54804,4,520,1.74,SSH-Bruteforce
172.30.115.28,187.99.73.171,ICMP,0,0,31,2046,3.48,Spam
10.164.114.145,209.209.37.167,TCP,27792,25884,43,2666,3.68,HTTP-Flood
10.11.195.78,222.38.189.7,TCP,64029,57914,15,2070,0.33,SSH-Bruteforce
192.168.76.133,140.68.32.252,ICMP,0,0,9,999,2.09,Benign
192.168.219.157,197.37.43.120,UDP,21698,27161,7,511,4.87,RDP-Bruteforce
192.168.134.9,56.178.11.56,TCP,7018,44562,10,1220,3.45,PortScan
10.177.194.99,207.105.245.211,TCP,48355,52259,31,3627,4.85,SSH-Bruteforce
192.168.169.102,166.183.213.210,TCP,60970,37439,49,4067,3.31,Benign
10.107.196.191,100.180.184.140,TCP,55974,54269,21,1575,1.28,HTTP-Flood
192.168.204.73,26.39.153.2,UDP,15759,42026,9,972,3.2,DDoS
172.24.28.134,141.166.131.108,TCP,15139,60110,39,5421,4.53,SSH-Bruteforce
10.136.90.211,180.145.28.155,UDP,3657,18916,31,3875,2.29,SSH-Bruteforce
172.17.160.22,146.22.179.180,ICMP,0,0,34,3672,3.07,PortScan
172.25.117.42,206.64.245.90,TCP,46546,1633,25,3250,3.85,HTTP-Flood
10.222.152.208,214.61.37.215,ICMP,0,0,28,3864,3.32,HTTP-Flood
192.168.98.150,37.5.143.142,ICMP,0,0,19,2470,1.88,PortScan
192.168.8.187,223.230.31.138,ICMP,0,0,42,5628,3.75,Benign
10.164.12.20,221.30.155.139,TCP,30720,4207,27,2214,2.93,HTTP-Flood
10.246.28.27,6.167.60.137,ICMP,0,0,12,1128,1.02,Benign
192.168.6.117,211.155.50.149,UDP,63653,21964,19,2204,0.39,HTTP-Flood
192.168.29.37,211.104.199.206,TCP,10405,42904,10,1110,2.36,Benign
10.86.113.190,76.127.188.62,TCP,19997,13580,19,2774,2.84,DDoS
172.17.126.45,157.180.119.131,TCP,3140,62826,5,535,4.57,SSH-Bruteforce
192.168.42.21,221.60.39.188,TCP,27098,58173,5,570,2.84,HTTP-Flood
10.67.119.224,36.228.146.151,TCP,25764,42696,32,4416,4.05,Spam
172.30.84.2,197.101.230.35,UDP,25179,8935,25,2800,0.4,Benign
172.23.121.91,220.134.221.165,ICMP,0,0,38,2660,0.02,RDP-Bruteforce
172.26.100.101,209.84.112.217,ICMP,0,0,48,5040,1.57,PortScan
10.216.86.131,214.75.42.132,TCP,2146,38676,1,70,0.96,Benign
192.168.17.141,41.252.87.85,ICMP,0,0,30,4140,4.08,SSH-Bruteforce
10.219.96.237,86.123.127.110,UDP,6658,8850,9,1350,4.81,Benign
172.30.49.94,43.241.60.176,TCP,44281,10224,6,402,1.26,Spam
10.105.85.175,69.3.64.230,ICMP,0,0,3,219,1.84,SSH-Bruteforce
10.201.225.62,175.102.146.105,UDP,61734,6010,26,1846,1.4,PortScan
172.18.175.95,30.162.135.250,TCP,11464,30401,30,3690,0.83,HTTP-Flood
10.218.116.9,206.218.124.15,ICMP,0,0,44,4796,4.06,Benign
172.18.23.50,116.154.231.235,UDP,55046,43570,45,3015,0.49,RDP-Bruteforce
10.235.172.52,220.145.253.193,TCP,9902,47985,16,1168,1.89,PortScan
192.168.18.77,201.207.73.108,TCP,58549,39370,3,330,4.15,RDP-Bruteforce
192.168.203.247,221.178.172.247,UDP,48371,34736,31,3162,3.81,RDP-Bruteforce
172.20.122.46,82.40.125.16,TCP,62992,49562,38,4484,3.65,PortScan
172.26.161.188,200.152.160.185,UDP,53163,10969,18,1854,3.24,RDP-Bruteforce
172.28.71.12,18.199.201.12,ICMP,0,0,2,222,1.95,HTTP-Flood
172.20.215.211,14.117.60.193,ICMP,0,0,40,3640,2.54,DDoS
192.168.63.52,108.225.135.231,UDP,43382,53595,11,1573,3.16,SSH-Bruteforce
10.28.95.40,198.76.182.54,ICMP,0,0,9,810,3.43,Benign
10.144.145.164,204.78.51.24,UDP,45001,23455,29,3944,1.42,Benign
10.190.29.232,146.31.122.154,TCP,54198,47919,33,4785,4.76,SSH-Bruteforce
172.24.226.131,106.245.155.245,ICMP,0,0,31,2480,1.87,DDoS
192.168.82.9,121.247.71.143,TCP,42227,33195,48,5328,0.81,SSH-Bruteforce
192.168.72.86,216.101.4.129,ICMP,0,0,3,381,1.31,Benign
10.107.244.249,209.16.55.150,UDP,17864,53404,2,138,2.8,SSH-Bruteforce
192.168.71.251,1.122.202.193,ICMP,0,0,18,1962,4.58,Spam
10.22.246.106,194.199.4.217,TCP,64417,52848,27,2295,2.55,DDoS
10.199.196.182,56.0.96.156,UDP,44233,8346,24,1800,1.84,RDP-Bruteforce
172.25.145.56,178.74.72.64,TCP,11332,49676,44,3036,1.32,PortScan
172.27.59.254,198.175.2.58,UDP,2230,33787,34,4114,3.69,Benign
172.20.86.146,159.174.231.146,TCP,11417,22876,34,2312,4.3,DDoS
172.25.47.242,209.231.70.38,TCP,30955,51441,18,1188,4.47,HTTP-Flood
10.205.16.240,215.89.111.0,ICMP,0,0,9,864,4.67,Benign
10.133.166.131,198.33.186.186,TCP,53078,47274,45,4995,2.93,HTTP-Flood
172.25.58.12,72.220.186.51,UDP,4349,9820,8,592,4.56,SSH-Bruteforce
192.168.32.160,195.86.117.162,ICMP,0,0,44,4708,1.85,SSH-Bruteforce
10.148.57.88,33.97.174.112,ICMP,0,0,20,2560,3.15,RDP-Bruteforce
172.22.224.182,216.189.55.209,TCP,47236,34360,30,4020,1.27,SSH-Bruteforce
10.92.176.41,157.203.190.135,ICMP,0,0,47,5734,3.99,RDP-Bruteforce
172.21.193.81,202.255.141.68,TCP,56814,54808,15,1875,3.84,PortScan
172.30.215.220,55.241.162.75,UDP,13874,53578,44,6556,4.58,Benign
172.24.114.138,195.214.129.6,TCP,54221,23305,35,2695,2.05,HTTP-Flood
192.168.235.137,105.163.251.16,TCP,9180,19458,25,1925,4.09,RDP-Bruteforce
10.114.97.47,16.51.215.232,ICMP,0,0,33,2970,4.94,SSH-Bruteforce
172.27.161.250,203.233.27.227,TCP,49804,62918,19,2717,3.74,Spam
10.227.78.16,174.146.108.77,UDP,35069,52918,9,891,2.31,Benign
172.27.140.62,96.224.76.86,ICMP,0,0,2,290,3.83,HTTP-Flood
172.26.19.36,196.201.12.146,ICMP,0,0,4,404,2.91,HTTP-Flood
192.168.86.107,209.141.84.74,ICMP,0,0,21,2037,1.26,SSH-Bruteforce
192.168.185.250,198.150.51.64,UDP,9623,46355,24,3408,4.06,DDoS
172.26.158.139,216.149.245.207,TCP,31472,30440,38,3724,0.54,Benign
192.168.100.249,200.27.35.30,TCP,38710,27897,20,1900,3.46,RDP-Bruteforce
10.95.47.98,131.236.60.245,ICMP,0,0,39,3081,4.84,Benign
172.27.77.67,140.90.111.194,UDP,45926,27451,3,363,4.07,RDP-Bruteforce
10.167.48.156,51.221.45.129,TCP,60251,54199,22,3212,1.22,SSH-Bruteforce
172.19.109.38,197.244.175.180,ICMP,0,0,33,4158,2.83,HTTP-Flood
10.156.35.200,105.93.195.183,UDP,16671,23084,23,2484,3.02,RDP-Bruteforce
172.30.51.194,73.120.140.127,ICMP,0,0,25,3450,2.28,DDoS
192.168.110.170,157.0.112.139,TCP,53644,57563,8,520,2.3,HTTP-Flood
172.21.177.40,173.221.108.136,UDP,53283,25075,2,170,0.64,RDP-Bruteforce
172.17.55.133,7.85.191.3,TCP,56262,56506,14,966,2.64,DDoS
172.31.162.196,132.192.69.140,UDP,17207,60526,41,3198,1.92,Spam
10.247.211.122,141.188.229.58,UDP,24233,44622,18,1782,3.29,SSH-Bruteforce
192.168.45.254,25.204.246.126,TCP,13152,49410,47,6627,3.89,DDoS
10.75.217.196,216.150.0.138,ICMP,0,0,2,232,1.87,RDP-Bruteforce
10.105.227.159,165.29.4.11,UDP,48842,6248,18,1926,3.96,Benign
192.168.173.241,177.179.120.128,TCP,32630,24558,18,1206,3.76,RDP-Bruteforce
172.18.220.229,210.254.47.119,UDP,36352,55015,44,5412,4.3,SSH-Bruteforce
172.18.97.183,169.194.200.196,UDP,51833,41764,2,244,3.96,SSH-Bruteforce
10.204.194.36,122.209.165.127,ICMP,0,0,46,4922,3.45,Benign
192.168.15.119,193.158.229.197,UDP,25699,57924,34,2822,0.69,RDP-Bruteforce
10.67.45.141,193.54.221.15,TCP,11625,9378,20,2300,4.87,HTTP-Flood
10.13.186.105,50.76.241.233,ICMP,0,0,4,368,0.94,Benign
192.168.206.122,223.16.245.227,TCP,22836,7303,27,1863,1.64,SSH-Bruteforce
